categoria,score,type,name
Acción y Aventura,6.37,ONA,Cherry Mahou Mini Gekijou
Íntimos y Adultos,6.37,ONA,Cherry Mahou Mini Gekijou
Emocionales y Humanistas,6.37,TV,Na Nare Hana Nare
Íntimos y Adultos,6.37,OVA,No Waifu No Life!
Íntimos y Adultos,6.37,OVA,Ane Jiyoku Tsukushi: Neesan no Shitagi
Comedia,6.37,Movie,Tom to Jerry
Comedia,6.37,ONA,Hololive Summer 2022
Acción y Aventura,6.37,ONA,Hololive Summer 2022
Fantásticos y Experimentales,6.37,Movie,Pokemon Sun & Moon Planetarium
Comedia,6.37,Movie,Pokemon Sun & Moon Planetarium
Acción y Aventura,6.37,Movie,Pokemon Sun & Moon Planetarium
Íntimos y Adultos,6.37,OVA,Doukyuusei Remake The Animation
Íntimos y Adultos,6.37,OVA,Shikoyaka Naru Toki mo Hameru Toki mo
Íntimos y Adultos,6.37,OVA,Binkan Athlete
Fantásticos y Experimentales,6.37,OVA,Rance: Sabaku no Guardian
Íntimos y Adultos,6.37,OVA,Rance: Sabaku no Guardian
Íntimos y Adultos,6.37,OVA,Tokubetsu Byoutou
Comedia,6.37,OVA,Darling
Íntimos y Adultos,6.37,OVA,Darling
Íntimos y Adultos,6.37,OVA,Panchira Teacher
Comedia,6.37,TV,Miss Monochrome The Animation
Íntimos y Adultos,6.37,OVA,Saishuu Chikan Densha
Íntimos y Adultos,6.37,OVA,Hishoka Drop The Animation
Fantásticos y Experimentales,6.37,Movie,Last Exile: Ginyoku no Fam Movie - Over the Wishes
Acción y Aventura,6.37,Movie,Last Exile: Ginyoku no Fam Movie - Over the Wishes
Acción y Aventura,6.37,TV,Zhandou Wang Zhi Jufeng Zhan Hun
Fantásticos y Experimentales,6.37,Movie,Mao Yu Tao Hua Yuan
Comedia,6.37,Movie,Mao Yu Tao Hua Yuan
Acción y Aventura,6.37,Movie,Mao Yu Tao Hua Yuan
Fantásticos y Experimentales,6.37,TV,Zoids Wild
Comedia,6.37,TV,Zoids Wild
Acción y Aventura,6.37,TV,Zoids Wild
Acción y Aventura,6.37,TV Special,Full Metal Panic! Invisible Victory Intermission
Acción y Aventura,6.37,Special,Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way
Fantásticos y Experimentales,6.37,OVA,Minky Momo in Tabidachi no Eki
Emocionales y Humanistas,6.37,OVA,Minky Momo in Tabidachi no Eki
Emocionales y Humanistas,6.37,Special,Akaneiro ni Somaru Saka: Hardcore
Comedia,6.37,Special,Akaneiro ni Somaru Saka: Hardcore
Íntimos y Adultos,6.37,Special,Akaneiro ni Somaru Saka: Hardcore
Acción y Aventura,6.37,TV,King of Prism: Shiny Seven Stars
Comedia,6.37,Movie,Love Live! The School Idol Movie: Gekijou Manner CMs
Fantásticos y Experimentales,6.37,Special,Classroom☆Crisis: Tabi no Haji wa Uwanuri
Comedia,6.37,Special,Yoku Wakaru Mahouka! - Saiseitte Nani?
Acción y Aventura,6.37,TV,Kagewani
Misterio y Terror,6.37,TV,Kagewani
Fantásticos y Experimentales,6.37,TV,Monkateu
Acción y Aventura,6.37,TV,Monkateu
Fantásticos y Experimentales,6.37,TV Special,Pokemon XY: New Year's Eve 2014 Super Mega Special
Comedia,6.37,TV Special,Pokemon XY: New Year's Eve 2014 Super Mega Special
Acción y Aventura,6.37,TV Special,Pokemon XY: New Year's Eve 2014 Super Mega Special
Fantásticos y Experimentales,6.37,ONA,Duan Nao
Misterio y Terror,6.37,ONA,Duan Nao
Fantásticos y Experimentales,6.37,TV Special,Pokemon Ranger: Hikari no Kiseki
Comedia,6.37,TV Special,Pokemon Ranger: Hikari no Kiseki
Acción y Aventura,6.37,TV Special,Pokemon Ranger: Hikari no Kiseki
Fantásticos y Experimentales,6.37,TV Special,Shingeki no Bahamut: Genesis - Roundup
Acción y Aventura,6.37,TV Special,Shingeki no Bahamut: Genesis - Roundup
Acción y Aventura,6.37,TV,Ring ni Kakero 1: Shadow-hen
Fantásticos y Experimentales,6.37,Movie,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun
Acción y Aventura,6.37,Movie,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun
Fantásticos y Experimentales,6.37,TV,Bakugan Battle Brawlers: Gundalian Invaders
Acción y Aventura,6.37,TV,Bakugan Battle Brawlers: Gundalian Invaders
Comedia,6.37,TV,Tamagotchi!
Comedia,6.37,TV,Marie & Gali
Acción y Aventura,6.37,Movie,Feng Yun Jue
Comedia,6.37,OVA,Gakkou no Kaidan (OVA)
Acción y Aventura,6.37,OVA,Gakkou no Kaidan (OVA)
Misterio y Terror,6.37,OVA,Gakkou no Kaidan (OVA)
Comedia,6.37,OVA,Comic Party Revolution OVA
Íntimos y Adultos,6.37,OVA,Seikon no Qwaser: Jotei no Shouzou
Fantásticos y Experimentales,6.37,OVA,Seikon no Qwaser: Jotei no Shouzou
Acción y Aventura,6.37,OVA,Seikon no Qwaser: Jotei no Shouzou
Emocionales y Humanistas,6.37,OVA,Blue Seed 1.5
Acción y Aventura,6.37,OVA,Blue Seed 1.5
Misterio y Terror,6.37,OVA,Blue Seed 1.5
Fantásticos y Experimentales,6.37,Movie,Wanpaku Ouji no Orochi Taiji
Acción y Aventura,6.37,Movie,Wanpaku Ouji no Orochi Taiji
Fantásticos y Experimentales,6.37,TV,Go-Q-Choji Ikkiman
Acción y Aventura,6.37,TV,Go-Q-Choji Ikkiman
Fantásticos y Experimentales,6.37,Special,Guitar wo Motta Shounen: Kikaider vs. Inazuman
Fantásticos y Experimentales,6.37,TV,Tokyo Ghoul:re
Acción y Aventura,6.37,TV,Tokyo Ghoul:re
Misterio y Terror,6.37,TV,Tokyo Ghoul:re
Fantásticos y Experimentales,6.37,TV,Haai Step Jun
Emocionales y Humanistas,6.37,TV,Haai Step Jun
Acción y Aventura,6.37,TV,Haai Step Jun
Fantásticos y Experimentales,6.37,TV,Choujuushin Gravion
Comedia,6.37,TV,Choujuushin Gravion
Acción y Aventura,6.37,TV,Choujuushin Gravion
Comedia,6.37,Special,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi: Murasaki Shikibu to Kintou
Fantásticos y Experimentales,6.37,TV,Tactical Roar
Emocionales y Humanistas,6.37,TV,Tactical Roar
Comedia,6.37,TV,Tactical Roar
Fantásticos y Experimentales,6.37,ONA,Wo Qi Ku Le Baiwan Xiulian Zhe
Fantásticos y Experimentales,6.37,OVA,"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms"""
Emocionales y Humanistas,6.37,OVA,"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms"""
Acción y Aventura,6.37,OVA,"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms"""
Comedia,6.37,OVA,Yuri Seijin Naoko-san (2012)
Íntimos y Adultos,6.37,OVA,Yuri Seijin Naoko-san (2012)
Emocionales y Humanistas,6.37,TV,Akaneiro ni Somaru Saka
Comedia,6.37,TV,Akaneiro ni Somaru Saka
Íntimos y Adultos,6.37,TV,Akaneiro ni Somaru Saka
Fantásticos y Experimentales,6.37,OVA,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen
Comedia,6.37,OVA,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen
Acción y Aventura,6.37,OVA,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen
Fantásticos y Experimentales,6.37,TV,Ojarumaru
Comedia,6.37,TV,Ojarumaru
Acción y Aventura,6.37,TV,Ojarumaru
Fantásticos y Experimentales,6.37,OVA,Baldr Force Exe Resolution
Emocionales y Humanistas,6.37,OVA,Baldr Force Exe Resolution
Acción y Aventura,6.37,OVA,Baldr Force Exe Resolution
Íntimos y Adultos,6.37,TV,Ikkitousen
Acción y Aventura,6.37,TV,Ikkitousen
Emocionales y Humanistas,6.37,TV,Massugu ni Ikou.
Comedia,6.37,TV,Massugu ni Ikou.
Íntimos y Adultos,6.37,OVA,Baby Princess 3D Paradise 0 [Love]
Fantásticos y Experimentales,6.37,OVA,Project A-Ko 4: Final
Comedia,6.37,OVA,Project A-Ko 4: Final
Acción y Aventura,6.37,OVA,Project A-Ko 4: Final
Emocionales y Humanistas,6.37,ONA,Bai Ye Ling Long
Comedia,6.37,TV,Animegataris
Íntimos y Adultos,6.36,OVA,Elf ni Inmon wo Tsukeru Hon The Animation
Acción y Aventura,6.36,TV,Asatir 2: Mirai no Mukashi Banashi
Fantásticos y Experimentales,6.36,ONA,Kabigon to Karakara
Fantásticos y Experimentales,6.36,ONA,Fangyu Quan Kai
Acción y Aventura,6.36,ONA,Fangyu Quan Kai
Fantásticos y Experimentales,6.36,TV,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga."
Comedia,6.36,TV,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga."
Acción y Aventura,6.36,TV,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga."
Íntimos y Adultos,6.36,Special,Pretty x Cation The Animation Specials
Fantásticos y Experimentales,6.36,TV,Hyouken no Majutsushi ga Sekai wo Suberu
Acción y Aventura,6.36,TV,Hyouken no Majutsushi ga Sekai wo Suberu
Íntimos y Adultos,6.36,OVA,Chii-chan Kaihatsu Nikki
Fantásticos y Experimentales,6.36,Special,Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi
Íntimos y Adultos,6.36,Special,Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi
Íntimos y Adultos,6.36,OVA,Houkago Initiation
Íntimos y Adultos,6.36,OVA,8-shaku 8-wa Kerakumeguri: Igyou Kaikitan The Animation
Acción y Aventura,6.36,OVA,8-shaku 8-wa Kerakumeguri: Igyou Kaikitan The Animation
Íntimos y Adultos,6.36,OVA,Iinari! Saimin Kanojo
Íntimos y Adultos,6.36,OVA,Love es M The Animation
Íntimos y Adultos,6.36,OVA,D-Spray
Íntimos y Adultos,6.36,OVA,Toumei Ningen R
Íntimos y Adultos,6.36,OVA,Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA
Íntimos y Adultos,6.36,OVA,Houkago: Nureta Seifuku
Íntimos y Adultos,6.36,OVA,Zoku Koihime
Fantásticos y Experimentales,6.36,OVA,Zoku Koihime
Acción y Aventura,6.36,OVA,Zoku Koihime
Emocionales y Humanistas,6.36,TV,Fumikiri Jikan
Emocionales y Humanistas,6.36,Special,Princess Principal Picture Drama
Fantásticos y Experimentales,6.36,ONA,Monster Strike Anime: Kieyuku Uchuu-hen
Acción y Aventura,6.36,ONA,Monster Strike Anime: Kieyuku Uchuu-hen
Fantásticos y Experimentales,6.36,OVA,Soukou Kihei Votoms: Case;Irvine
Emocionales y Humanistas,6.36,OVA,Soukou Kihei Votoms: Case;Irvine
Emocionales y Humanistas,6.36,Special,Ikoku Meiro no Croisée Picture Drama
Fantásticos y Experimentales,6.36,TV,Hacka Doll The Animation
Comedia,6.36,TV,Hacka Doll The Animation
Íntimos y Adultos,6.36,Special,Ladies versus Butlers! Specials
Emocionales y Humanistas,6.36,Special,IS: Infinite Stratos 2 - Infinite Wedding
Comedia,6.36,Special,IS: Infinite Stratos 2 - Infinite Wedding
Fantásticos y Experimentales,6.36,TV,Uchuu Senkan Tiramisù
Comedia,6.36,TV,Uchuu Senkan Tiramisù
Acción y Aventura,6.36,TV,Uchuu Senkan Tiramisù
Comedia,6.36,ONA,Yin Yang Shi: Ping An Wu Yu
Acción y Aventura,6.36,ONA,Yin Yang Shi: Ping An Wu Yu
Comedia,6.36,Movie,Lupin III: Pilot Film
Acción y Aventura,6.36,Movie,Lupin III: Pilot Film
Emocionales y Humanistas,6.36,ONA,Rebecca
Fantásticos y Experimentales,6.36,ONA,Jurassic!
Fantásticos y Experimentales,6.36,Movie,Shi Wan Ge Leng Xiaohua Movie 1
Comedia,6.36,Movie,Shi Wan Ge Leng Xiaohua Movie 1
Acción y Aventura,6.36,Movie,Shi Wan Ge Leng Xiaohua Movie 1
Comedia,6.36,TV,Nyanbo!
Comedia,6.36,TV,Yatogame-chan Kansatsu Nikki Nisatsume
Fantásticos y Experimentales,6.36,TV,Frame Arms Girl
Acción y Aventura,6.36,TV,Frame Arms Girl
Fantásticos y Experimentales,6.36,Movie,Anata wo Zutto Aishiteru
Acción y Aventura,6.36,Movie,Anata wo Zutto Aishiteru
Emocionales y Humanistas,6.36,Movie,Guskou Budori no Denki
Fantásticos y Experimentales,6.36,TV,Taichi Senjimon
Acción y Aventura,6.36,TV,Taichi Senjimon
Comedia,6.36,Movie,Kinnikuman II Sei: Second Generations
Acción y Aventura,6.36,Movie,Kinnikuman II Sei: Second Generations
Fantásticos y Experimentales,6.36,TV,Last Period: Owarinaki Rasen no Monogatari
Comedia,6.36,TV,Last Period: Owarinaki Rasen no Monogatari
Acción y Aventura,6.36,TV,Last Period: Owarinaki Rasen no Monogatari
Emocionales y Humanistas,6.36,ONA,Chang Jian Feng Yun
Acción y Aventura,6.36,ONA,Chang Jian Feng Yun
Fantásticos y Experimentales,6.36,TV,Saikyou Robot Daiouja
Acción y Aventura,6.36,TV,Saikyou Robot Daiouja
Emocionales y Humanistas,6.36,TV,Ashita e Attack!
Acción y Aventura,6.36,TV,Ashita e Attack!
Emocionales y Humanistas,6.36,Movie,Ashita Genki ni Nare!: Hanbun no Satsumaimo
Comedia,6.36,Special,Nurse Witch Komugi-chan Magikarte Special
Íntimos y Adultos,6.36,OVA,Papa Katsu!
Fantásticos y Experimentales,6.36,TV,To Heart: Remember My Memories
Emocionales y Humanistas,6.36,TV,To Heart: Remember My Memories
Fantásticos y Experimentales,6.36,Special,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2
Comedia,6.36,Special,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2
Emocionales y Humanistas,6.36,TV,Yurumates 3D Plus
Fantásticos y Experimentales,6.36,OVA,Juusenki L-Gaim III: Full Metal Soldier
Acción y Aventura,6.36,OVA,Juusenki L-Gaim III: Full Metal Soldier
Fantásticos y Experimentales,6.36,ONA,Shin Hikari Shinwa: Palutena no Kagami
Comedia,6.36,ONA,Shin Hikari Shinwa: Palutena no Kagami
Acción y Aventura,6.36,ONA,Shin Hikari Shinwa: Palutena no Kagami
Acción y Aventura,6.36,Special,"Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari"
Fantásticos y Experimentales,6.36,Movie,Gall Force 1: Eternal Story
Acción y Aventura,6.36,Movie,Gall Force 1: Eternal Story
Comedia,6.36,OVA,Mahou Shoujo Pretty Sammy
Fantásticos y Experimentales,6.36,OVA,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko
Emocionales y Humanistas,6.36,OVA,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko
Emocionales y Humanistas,6.36,TV Special,Battle Fighters Garou Densetsu
Acción y Aventura,6.36,TV Special,Battle Fighters Garou Densetsu
Fantásticos y Experimentales,6.36,TV,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!
Acción y Aventura,6.36,TV,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!
Acción y Aventura,6.36,TV,Ring ni Kakero 1: Sekai Taikai-hen
Fantásticos y Experimentales,6.36,OVA,Future GPX Cyber Formula: Early Days Renewal
Emocionales y Humanistas,6.36,OVA,Future GPX Cyber Formula: Early Days Renewal
Acción y Aventura,6.36,OVA,Future GPX Cyber Formula: Early Days Renewal
Acción y Aventura,6.36,Movie,Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki
Fantásticos y Experimentales,6.36,OVA,Detonator Orgun
Acción y Aventura,6.36,OVA,Detonator Orgun
Fantásticos y Experimentales,6.36,ONA,Wan Jie Chun Qiu
Emocionales y Humanistas,6.36,ONA,Wan Jie Chun Qiu
Acción y Aventura,6.36,ONA,Wan Jie Chun Qiu
Íntimos y Adultos,6.35,OVA,Asa made Shiru Daku Haha Musume Donburi!!
Fantásticos y Experimentales,6.35,TV,Around 40 Otoko no Isekai Tsuuhan
Comedia,6.35,ONA,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su Mini Anime"
Emocionales y Humanistas,6.35,Movie,Aikatsu Planet! Movie
Acción y Aventura,6.35,TV,RWBY: Hyousetsu Teikoku
Íntimos y Adultos,6.35,Special,Taimanin Asagi Special
Acción y Aventura,6.35,Special,Taimanin Asagi Special
Íntimos y Adultos,6.35,OVA,Saimin Class
Íntimos y Adultos,6.35,OVA,Taimanin Asagi 2
Acción y Aventura,6.35,OVA,Taimanin Asagi 2
Íntimos y Adultos,6.35,OVA,Nerawareta Megami Tenshi Angeltia: Mamotta Ningen-tachi ni Uragirarete
Acción y Aventura,6.35,OVA,Shippuu! Iron Leaguer: Silver no Hata no Moto ni
Íntimos y Adultos,6.35,OVA,Oshioki: Gakuen Reijou Kousei Keikaku
Íntimos y Adultos,6.35,OVA,Bi-chiku Beach: Nangoku Nyuujoku Satsueikai
Íntimos y Adultos,6.35,OVA,Soukan Yuugi 2
Íntimos y Adultos,6.35,OVA,Tsuma Tsuma
Íntimos y Adultos,6.35,OVA,Angel Blade
Acción y Aventura,6.35,OVA,Angel Blade
Íntimos y Adultos,6.35,OVA,Imouto Jiru
Acción y Aventura,6.35,TV,Minami Kamakura Koukou Joshi Jitensha-bu
Acción y Aventura,6.35,TV Special,Yi Ren Zhi Xia Recap
Emocionales y Humanistas,6.35,ONA,Shaonian Jinyiwei 2nd Season
Acción y Aventura,6.35,ONA,Shaonian Jinyiwei 2nd Season
Misterio y Terror,6.35,ONA,Shaonian Jinyiwei 2nd Season
Emocionales y Humanistas,6.35,ONA,Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season
Comedia,6.35,ONA,Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season
Íntimos y Adultos,6.35,OVA,Mokkai Shiyo?
Emocionales y Humanistas,6.35,ONA,Man Tou Riji
Fantásticos y Experimentales,6.35,Special,Uchuu Senkan Tiramisù II Specials
Comedia,6.35,Special,Uchuu Senkan Tiramisù II Specials
Emocionales y Humanistas,6.35,OVA,Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule
Emocionales y Humanistas,6.35,TV,Gokujou!! Mecha Mote Iinchou
Comedia,6.35,TV,Gokujou!! Mecha Mote Iinchou
Acción y Aventura,6.35,Special,Danball Senki Wars: All Star Battle
Fantásticos y Experimentales,6.35,TV Special,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap
Emocionales y Humanistas,6.35,TV Special,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap
Comedia,6.35,TV,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu
Acción y Aventura,6.35,TV,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu
Emocionales y Humanistas,6.35,ONA,Balgwanghaneun Hyeondaesa
Comedia,6.35,ONA,Mei Chuxi de Yinyangshi Yijia 2
Acción y Aventura,6.35,ONA,Mei Chuxi de Yinyangshi Yijia 2
Comedia,6.35,Movie,Onboro Film
Emocionales y Humanistas,6.35,Movie,Pika Don
Emocionales y Humanistas,6.35,TV Special,Nanatsu no Umi no Tico Specials
Acción y Aventura,6.35,TV Special,Nanatsu no Umi no Tico Specials
Emocionales y Humanistas,6.35,ONA,Juunenbun no Watashi e
Emocionales y Humanistas,6.35,TV,Tensai Bakabon
Comedia,6.35,TV,Tensai Bakabon
Fantásticos y Experimentales,6.35,Special,Utawarerumono Recaps
Emocionales y Humanistas,6.35,Special,Utawarerumono Recaps
Acción y Aventura,6.35,Special,Utawarerumono Recaps
Fantásticos y Experimentales,6.35,TV Special,RahXephon: Tsubasa no Kioku - Memory
Emocionales y Humanistas,6.35,TV Special,RahXephon: Tsubasa no Kioku - Memory
Acción y Aventura,6.35,TV Special,RahXephon: Tsubasa no Kioku - Memory
Misterio y Terror,6.35,TV Special,RahXephon: Tsubasa no Kioku - Memory
Fantásticos y Experimentales,6.35,Movie,"Pokemon: Pikachu, Kore Nan no Kagi?"
Comedia,6.35,Movie,"Pokemon: Pikachu, Kore Nan no Kagi?"
Acción y Aventura,6.35,Movie,"Pokemon: Pikachu, Kore Nan no Kagi?"
Fantásticos y Experimentales,6.35,ONA,Assault Lily: Fruits
Comedia,6.35,ONA,Assault Lily: Fruits
Emocionales y Humanistas,6.35,OVA,Nozo x Kimi
Comedia,6.35,OVA,Nozo x Kimi
Íntimos y Adultos,6.35,OVA,Nozo x Kimi
Acción y Aventura,6.35,Movie,Ookii 1-nensei to Chiisana 2-nensei
Fantásticos y Experimentales,6.35,Movie,Atama Yama
Comedia,6.35,Movie,Atama Yama
Misterio y Terror,6.35,Movie,Atama Yama
Fantásticos y Experimentales,6.35,Movie,Choujin Locke
Acción y Aventura,6.35,Movie,Choujin Locke
Fantásticos y Experimentales,6.35,Movie,Jib
Emocionales y Humanistas,6.35,Movie,Jib
Fantásticos y Experimentales,6.35,TV,Daisuki! Hello Kitty
Fantásticos y Experimentales,6.35,TV,Pure-tou no Nakama-tachi
Fantásticos y Experimentales,6.35,Movie,Ashita Sekai ga Owaru toshitemo
Emocionales y Humanistas,6.35,Movie,Ashita Sekai ga Owaru toshitemo
Acción y Aventura,6.35,Movie,Ashita Sekai ga Owaru toshitemo
Emocionales y Humanistas,6.35,TV,Chou Kuse ni Narisou
Comedia,6.35,TV,Chou Kuse ni Narisou
Comedia,6.35,Movie,Nintama Rantarou Movie
Fantásticos y Experimentales,6.35,TV,Tetsujin 28-gou
Acción y Aventura,6.35,TV,Tetsujin 28-gou
Comedia,6.35,Special,Ghiblies
Fantásticos y Experimentales,6.35,OVA,Sakura Taisen: Le Nouveau Paris
Acción y Aventura,6.35,OVA,Sakura Taisen: Le Nouveau Paris
Fantásticos y Experimentales,6.35,OVA,Malice@Doll
Misterio y Terror,6.35,OVA,Malice@Doll
Fantásticos y Experimentales,6.35,Movie,Hamelin no Violin Hiki: The Movie
Comedia,6.35,Movie,Hamelin no Violin Hiki: The Movie
Acción y Aventura,6.35,Movie,Hamelin no Violin Hiki: The Movie
Fantásticos y Experimentales,6.35,TV,Fairy Gone Part 2
Acción y Aventura,6.35,TV,Fairy Gone Part 2
Fantásticos y Experimentales,6.35,TV,Girls Bravo: First Season
Emocionales y Humanistas,6.35,TV,Girls Bravo: First Season
Comedia,6.35,TV,Girls Bravo: First Season
Íntimos y Adultos,6.35,TV,Girls Bravo: First Season
Comedia,6.35,TV Special,Lily to Kaeru to (Otouto)
Acción y Aventura,6.35,TV Special,Lily to Kaeru to (Otouto)
Íntimos y Adultos,6.35,TV,Kämpfer
Emocionales y Humanistas,6.35,TV,Kämpfer
Comedia,6.35,TV,Kämpfer
Acción y Aventura,6.35,TV,Kämpfer
Fantásticos y Experimentales,6.35,TV Special,Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi
Acción y Aventura,6.35,TV Special,Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi
Acción y Aventura,6.35,TV Special,Nurarihyon no Mago Recaps
Íntimos y Adultos,6.35,TV,Kanokon
Emocionales y Humanistas,6.35,TV,Kanokon
Comedia,6.35,TV,Kanokon
Acción y Aventura,6.35,TV,Kanokon
Acción y Aventura,6.35,TV,Ring ni Kakero 1
Fantásticos y Experimentales,6.35,ONA,Qi Jie Diyi Xian
Acción y Aventura,6.35,ONA,Qi Jie Diyi Xian
Emocionales y Humanistas,6.35,TV,Kanojo ga Flag wo Oraretara
Comedia,6.35,TV,Kanojo ga Flag wo Oraretara
Fantásticos y Experimentales,6.34,TV,Busamen Gachi Fighter
Acción y Aventura,6.34,TV,Busamen Gachi Fighter
Fantásticos y Experimentales,6.34,ONA,Dan Yuan Meng Changjiu
Fantásticos y Experimentales,6.34,TV,"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta"
Acción y Aventura,6.34,TV,"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta"
Acción y Aventura,6.34,Special,Kuroko no Basket: Basket Kyoushitsu
Fantásticos y Experimentales,6.34,TV,"Sayounara Ryuusei, Konnichiwa Jinsei"
Acción y Aventura,6.34,TV,"Sayounara Ryuusei, Konnichiwa Jinsei"
Emocionales y Humanistas,6.34,TV,The iDOLM@STER Shiny Colors 2nd Season
Fantásticos y Experimentales,6.34,ONA,Lili Kurong
Íntimos y Adultos,6.34,OVA,Tsurupeta Shugo Kishi Elfina Ochiru
Fantásticos y Experimentales,6.34,Movie,Mekakure
Misterio y Terror,6.34,Movie,Mekakure
Fantásticos y Experimentales,6.34,TV,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta"
Acción y Aventura,6.34,TV,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta"
Fantásticos y Experimentales,6.34,ONA,Alita De Shi Lian
Acción y Aventura,6.34,ONA,Alita De Shi Lian
Íntimos y Adultos,6.34,OVA,Korashime 2: Kyouikuteki Depaga Shidou
